,split_number,it_1,it_2,it_3,it_4,it_5,it_6,it_7,it_8,it_9,it_10,it_11,it_12,it_13,it_14,it_15,it_16,it_17,it_18,it_19,it_20,it_21,it_22,it_23,it_24,it_25,it_26,it_27,it_28,it_29,it_30
39,8000,0.304860783388,0.299242424242,0.296296296296,0.291012838802,0.270400772574,0.30056710775,0.294786729858,0.28092042186,0.301512287335,0.275961538462,0.296261239943,0.283667621777,0.279827503594,0.304573314474,0.27898027898,0.280095923261,0.288984263233,0.277751081211,0.299621928166,0.275264677575,0.294676806084,0.286669851887,0.300709219858,0.268151016457,0.266343825666,0.292775665399,0.27718960539,0.281325012002,0.293054234063,0.282577565632
40,8200,0.30108541765,0.302314596127,0.303773584906,0.283660757068,0.273429951691,0.300425129901,0.279158699809,0.280785816962,0.295594504974,0.272069464544,0.303487276155,0.295767950547,0.278846153846,0.306170513424,0.280364858377,0.283245319251,0.288708909004,0.291151284491,0.299763593381,0.285031085605,0.299242424242,0.28434657731,0.288443170965,0.275397207511,0.275,0.2929148835,0.270087124879,0.271628806187,0.284205472876,0.28843407901
41,8400,0.294257237779,0.29534662868,0.295874822191,0.30061640588,0.267571497819,0.300047326077,0.291151284491,0.282285165627,0.299763593381,0.277751081211,0.296718972896,0.2929148835,0.27718960539,0.297872340426,0.263618677043,0.296015180266,0.296015180266,0.286532951289,0.286669851887,0.282837967402,0.292102759277,0.295486935867,0.289523809524,0.276493256262,0.287350835322,0.28434657731,0.273166023166,0.29534662868,0.284892086331,0.293838862559
42,8600,0.302886890677,0.299242424242,0.302314596127,0.290753098189,0.272991287512,0.293193717277,0.290337934317,0.285031085605,0.28762541806,0.276626506024,0.303487276155,0.289398280802,0.272727272727,0.298719772404,0.28434657731,0.291706387035,0.299242424242,0.291012838802,0.294957183635,0.265761396702,0.288167938931,0.291567413054,0.292380952381,0.296296296296,0.282285165627,0.291567413054,0.282837967402,0.285714285714,0.28242074928,0.303116147309
43,8800,0.290076335878,0.293193717277,0.301369863014,0.284619070436,0.25730994152,0.286944045911,0.265048543689,0.27868852459,0.28830548926,0.278712157617,0.305084745763,0.3003315964,0.281595386833,0.306314797361,0.296437054632,0.282014388489,0.296437054632,0.299668089142,0.28762541806,0.289398280802,0.292380952381,0.290076335878,0.300189393939,0.297104888467,0.288443170965,0.28310940499,0.283245319251,0.285167464115,0.285714285714,0.302314596127
44,9000,0.295627376426,0.304204062352,0.298054105363,0.294005708849,0.282837967402,0.283524904215,0.277884615385,0.280904280904,0.292520247737,0.287213740458,0.296437054632,0.285028790787,0.280769230769,0.302457466919,0.293054234063,0.291845493562,0.300851466414,0.291963861151,0.2929148835,0.296437054632,0.29619047619,0.274131274131,0.296437054632,0.294706723891,0.289260143198,0.281460134486,0.288176160843,0.283660757068,0.289674952199,0.299384178115
45,9200,0.285440613027,0.286124401914,0.282973621103,0.285440613027,0.283932853717,0.283932853717,0.28830548926,0.276759884282,0.284074605452,0.27718960539,0.295627376426,0.292520247737,0.283932853717,0.305372290292,0.299526066351,0.288443170965,0.289536550406,0.307764705882,0.286396181384,0.281325012002,0.29347308242,0.289536550406,0.302743614002,0.297245963913,0.292799237005,0.284205472876,0.28434657731,0.283932853717,0.297912713472,0.301654846336
46,9400,0.285577383805,0.296577946768,0.292799237005,0.279383429672,0.272200772201,0.271497584541,0.296155671571,0.278420038536,0.292520247737,0.284619070436,0.293054234063,0.298337292162,0.285167464115,0.301512287335,0.297245963913,0.285031085605,0.293612964728,0.288857006217,0.29128986197,0.292520247737,0.289260143198,0.301940369143,0.302457466919,0.286124401914,0.276061776062,0.280499519693,0.281325012002,0.295627376426,0.294816928198,0.302457466919
47,9600,0.298479087452,0.297245963913,0.293726235741,0.288443170965,0.282837967402,0.294816928198,0.305004721435,0.280364858377,0.286124401914,0.295627376426,0.292241789624,0.299526066351,0.286944045911,0.303259329239,0.296296296296,0.295486935867,0.290753098189,0.299668089142,0.294676806084,0.28762541806,0.29307875895,0.291845493562,0.301940369143,0.294005708849,0.279673234022,0.284482758621,0.284210526316,0.284210526316,0.290214797136,0.298719772404
48,9800,0.298054105363,0.287494010541,0.293865905849,0.29035339064,0.275795564127,0.28776290631,0.29534662868,0.276227141482,0.291706387035,0.290076335878,0.297104888467,0.288167938931,0.286806883365,0.286396181384,0.295627376426,0.297104888467,0.288857006217,0.299810246679,0.292520247737,0.293612964728,0.277323062109,0.29347308242,0.301136363636,0.279807692308,0.287900526064,0.286944045911,0.288857006217,0.288443170965,0.284482758621,0.296823138928
49,10000,0.279404704753,0.281190019194,0.29752851711,0.284482758621,0.273866923819,0.291030534351,0.301136363636,0.292124105012,0.284755512943,0.283796740173,0.287900526064,0.285303973193,0.293726235741,0.298861480076,0.292241789624,0.285850860421,0.283660757068,0.30099384761,0.290076335878,0.29347308242,0.285714285714,0.297669995245,0.298578199052,0.286669851887,0.292124105012,0.277323062109,0.290076335878,0.288443170965,0.281325012002,0.292124105012
